0.252826,0.293803,0.309296,0.29615,0.306789,0.305221,0.291525,0,0,0,0.305822,0,0,0,0,0,0,0,0,0,0,0,0.0202681,0.0436507,0,0,0.0582076,0.114018,0.123057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338467,0.340485,0.355977,0.374134,0.362808,0.390395,0.376572,0.394161,0.385141,0.39278,0.40032,0.407436,0.353502,0.31824,0.337702,0.334161,0.313325,0.349417,0.334586,0.329614,
0.295128,0.155165,0.218251,0.215963,0.24255,0.257926,0.080034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428981,0.22274,0.240623,0.260451,0.292265,0.287343,0.278679,0.300012,0.267508,0.288399,0.29957,0.308739,0.265802,0.223094,0.22673,0.217769,0.198276,0.214815,0.223867,0.231389,
0.21065,0.274416,0.286997,0.387086,0.425983,0.373727,0.297046,0.0202481,0,0,0,0,0,0,0.280541,0.553196,0.533189,0.298463,0.35557,0.390111,0.147935,0.177601,0.482165,0.40147,0.405191,0.432799,0.400616,0.327764,0.477629,0.406178,0.323064,0.332908,0.330484,0.215624,0.154739,0.0466283,0.555602,0.252425,0,0,0,0.389029,0,0,0.577667,0.328625,0.336896,0.50349,0.465234,0.457314,0.411984,0.404341,0.414203,0.405927,0.426879,0.440446,0.424448,0.406184,0.382723,0.394842,0.410665,0.31023,0.376396,0.360975,
0.348694,0.380171,0.238166,0.259689,0.24925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304915,0,0.0831957,0.388915,0.386673,0.371016,0.364758,0.360516,0.367846,0.366207,0.378617,0.360818,0.351031,0.35105,0.340176,0.294285,0.314102,0.318697,0.316574,0.323686,0.315744,
0.330957,0.355855,0.321953,0.139359,0.212657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251601,0,0,0.487651,0.273508,0.270772,0.281282,0.26553,0.284193,0.261676,0.258607,0.248782,0.230018,0.230257,0.235939,0.201161,0.203408,0.208505,0.212887,0.217114,0.231316,
0.21228,0.222417,0.207453,0.279825,0.300766,0,0,0,0,0.0417517,0.0207427,0,0,0.131673,0.0289401,0.358444,0.410394,0.334627,0.632779,0.270243,0.330384,0.158227,0.054517,0.381786,0.37569,0.199906,0.219787,0.147059,0.308787,0.212894,0.266393,0.212082,0.280429,0.348463,0.329616,0.389344,0.111093,0,0.647083,0.416393,0.276701,0,0,0.00184649,0.196563,0,0.493429,0.482534,0.479788,0.460317,0.427563,0.466549,0.430373,0.407348,0.411276,0.378881,0.394178,0.433685,0.408473,0.4008,0.411654,0.410103,0.379077,0.372883,
0.374758,0.370721,0.381451,0.383624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377031,0,0.369817,0.408714,0.331265,0.365699,0.377462,0.376184,0.382113,0.40014,0.34856,0.329892,0.319752,0.333077,0.316017,0.328201,0.320906,0.318807,0.28789,0.312799,0.304341,0.302918,
0.279179,0.27235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.457457,0.242999,0.268882,0.276562,0.278844,0.271808,0.289608,0.245887,0.190277,0.169371,0.173325,0.192079,0.175341,0.177991,0.158578,0.152481,0.17421,0.171083,0.199811,
0.236607,0.188831,0.0532976,0,0,0,0,0,0,0,0,0,0,0,0,0.186097,0,0,0,0,0,0,0,0,0.12938,0.228731,0.248539,0.218111,0.306152,0.234281,0.318649,0.29412,0.314913,0.509239,0.630024,0.503653,0.614858,0.492595,0.169338,0,0,0,0.499811,0.641049,0.227002,0.278366,0.418746,0.447127,0.443495,0.443873,0.431534,0.439105,0.419783,0.376896,0.375173,0.394989,0.420103,0.431953,0.411992,0.419786,0.376571,0.390999,0.393762,0.396806,
0.414062,0.383274,0.320298,0.102046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240199,0.0888973,0,0,0.379808,0.382907,0.39471,0.379526,0.352562,0.37333,0.340605,0.324751,0.354446,0.348982,0.321067,0.317488,0.307228,0.331068,0.315812,0.331001,0.316551,0.331535,0.316274,0.228541,
0.0516453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223047,0,0.42531,0.265261,0.271265,0.270993,0.285061,0.316687,0.267868,0.161747,0.179368,0.180992,0.167544,0.136772,0.149609,0.167586,0.157296,0.1584,0.148154,0.180467,0.190205,0.12629,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272957,0.150551,0.252878,0.271504,0.304958,0.385281,0.332972,0.360994,0.418673,0.538377,0.623832,0.659649,0.573698,0.524784,0.698836,0.525017,0.231507,0.48478,0,0.574538,0.432588,0.336535,0.171368,0.420678,0.432404,0.402237,0.422044,0.42042,0.422493,0.42121,0.366404,0.388644,0.384618,0.415398,0.413743,0.419956,0.410189,0.415514,0.397531,0.375158,0.381759,0.372269,0.362079,
0.283602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060135,0.216201,0.155574,0,0.175259,0.378762,0.198206,0.136543,0.0696116,0.349938,0.399945,0.397968,0.388199,0.386232,0.379317,0.344776,0.33305,0.315726,0.29855,0.297293,0.265983,0.292833,0.284916,0.285514,0.303567,0.297224,0.282683,0.286957,0.30078,0.209777,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178634,0.0289447,0.0580769,0.347049,0.276533,0.282127,0.289738,0.285684,0.307976,0.269322,0.216767,0.230092,0.241892,0.213216,0.14749,0.160198,0.199346,0.181998,0.188113,0.206331,0.189338,0.14236,0.170837,0.0940334,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0925405,0.150428,0.163364,0.149065,0.256701,0.397662,0.441549,0.463859,0.476916,0.530357,0.699185,0.727816,0.724749,0.672389,0.562443,0.646593,0.520381,0.283819,0.225509,0.579405,0.610887,0.551887,0.157807,0.487947,0.424284,0.403298,0.395972,0.405995,0.412079,0.415726,0.346653,0.351283,0.38744,0.374551,0.349661,0.355941,0.370404,0.388996,0.385241,0.371888,0.382568,0.405691,0.388428,0.373368,0.388277,
0.0195591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13345,0.146908,0.204689,0.079489,0,0,0.25707,0.38076,0.0734702,0.340032,0.330901,0.343724,0.382101,0.370583,0.402067,0.398129,0.338177,0.320442,0.321976,0.297502,0.303079,0.295567,0.303132,0.289546,0.296966,0.267075,0.301618,0.304554,0.300797,0.294143,0.295177,0.258453,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172367,0,0.180701,0.322864,0.288452,0.266816,0.279299,0.286744,0.308957,0.256699,0.262598,0.259007,0.227475,0.19629,0.181482,0.180567,0.169407,0.161885,0.141411,0.193608,0.22425,0.169473,0.18014,0.172791,0.155106,0.0681266,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018829,0.154829,0.22578,0.326592,0.392208,0.461538,0.396643,0.422871,0.44616,0.144873,0.00773638,0.501563,0.545167,0.731828,0.745,0.558371,0.360511,0.00433332,0.0276543,0,0.372583,0.542263,0.385604,0.450396,0.418667,0.421655,0.414099,0.399386,0.379832,0.371633,0.336421,0.304065,0.374449,0.392894,0.343138,0.353504,0.35433,0.358706,0.343305,0.352315,0.407483,0.40983,0.381918,0.392425,0.343457,0.404752,0.288575,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316434,0.371902,0,0.310569,0.393014,0.377023,0.375032,0.396097,0.396765,0.358112,0.30254,0.303416,0.305066,0.286886,0.286552,0.263088,0.216874,0.301678,0.304464,0.307516,0.312632,0.282267,0.290705,0.314987,0.254228,0.252473,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.458118,0.299672,0.244993,0.312616,0.30896,0.251572,0.174596,0.206102,0.205802,0.227149,0.178703,0.146251,0.0627637,0.10965,0.165861,0.140563,0.141322,0.149529,0.127083,0.152978,0.142171,0.0532977,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.562978,0.588171,0.717954,0.345845,0.257439,0.435512,0.471907,0.647822,0.199095,0,0,0,0.330124,0.315779,0.142109,0.207758,0,0.0638417,0.391454,0.615123,0.648137,1.17803,1.05224,0.316172,0.573376,0.488312,0.434104,0.425299,0.41947,0.412613,0.392354,0.399604,0.369576,0.368238,0.375441,0.352481,0.359262,0.386255,0.412407,0.397557,0.403554,0.395569,0.435251,0.451825,0.457947,0.432186,0.43264,0,0,
